id,product_name,recent_price,desired_price,checked_date,url
4bad1489357b6603aa89b2ace19a0d3d0a8df9d1,Tory Burch Women's Minnie Travel Logo Ballet Flats,228.0,12.5,2021-09-20,https://www.amazon.com/Tory-Burch-Women-Ballet-Perfect/dp/B07QT96FRG/ref=sr_1_2?dchild=1&pd_rd_r=b2b0ab44-a7cf-4b1d-9dee-0811b8e136f2&pd_rd_w=8RPqS&pd_rd_wg=OpeAU&pf_rd_p=f5f4935a-55c1-482f-a273-96bfba801b83&pf_rd_r=SEH0A7KRNNYNVX4V5B2E&qid=1632126336&s=apparel&sr=1-2&th=1&psc=1
3b35897fa82bf8a967dec28509f99652d92f72cf,MITILLY Women's Summer Boho Floral Print Square Neck Ruffle Sleeve Loose Casual Short Mini Dress,25.99,0.00,2021-09-20,https://www.amazon.com/MITILLY-Womens-Summer-Floral-Square/dp/B096KKS9XN/ref=sr_1_1?dchild=1&pd_rd_r=fbb52d1d-f6bc-41c6-a759-e63673247ca8&pd_rd_w=bcF2J&pd_rd_wg=gxwh9&pf_rd_p=d9b38954-0423-4b1d-b08e-5adf975bb852&pf_rd_r=AKK3BDN80Z0AQFWJ5RWM&qid=1632165806&s=prime-wardrobe&sr=1-1&th=1&psc=1
